date,link,questionFrontendId,titleSlug,title,difficulty,isPaidOnly,topicTags
21/10/2023,https://leetcode.com/problems/constrained-subsequence-sum/,1425,constrained-subsequence-sum,Constrained Subsequence Sum,Hard,,"Array, Dynamic Programming, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
22/10/2023,https://leetcode.com/problems/maximum-score-of-a-good-subarray/,1793,maximum-score-of-a-good-subarray,Maximum Score of a Good Subarray,Hard,,"Array, Two Pointers, Binary Search, Stack, Monotonic Stack"
23/10/2023,https://leetcode.com/problems/power-of-four/,342,power-of-four,Power of Four,Easy,,"Math, Bit Manipulation, Recursion"
24/10/2023,https://leetcode.com/problems/find-largest-value-in-each-tree-row/,515,find-largest-value-in-each-tree-row,Find Largest Value in Each Tree Row,Medium,,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
25/10/2023,https://leetcode.com/problems/k-th-symbol-in-grammar/,779,k-th-symbol-in-grammar,K-th Symbol in Grammar,Medium,,"Math, Bit Manipulation, Recursion"
26/10/2023,https://leetcode.com/problems/binary-trees-with-factors/,823,binary-trees-with-factors,Binary Trees With Factors,Medium,,"Array, Hash Table, Dynamic Programming, Sorting"
27/10/2023,https://leetcode.com/problems/longest-palindromic-substring/,5,longest-palindromic-substring,Longest Palindromic Substring,Medium,,"Two Pointers, String, Dynamic Programming"
28/10/2023,https://leetcode.com/problems/count-vowels-permutation/,1220,count-vowels-permutation,Count Vowels Permutation,Hard,,Dynamic Programming
29/10/2023,https://leetcode.com/problems/poor-pigs/,458,poor-pigs,Poor Pigs,Hard,,"Math, Dynamic Programming, Combinatorics"
30/10/2023,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/,1356,sort-integers-by-the-number-of-1-bits,Sort Integers by The Number of 1 Bits,Easy,,"Array, Bit Manipulation, Sorting, Counting"
31/10/2023,https://leetcode.com/problems/find-the-original-array-of-prefix-xor/,2433,find-the-original-array-of-prefix-xor,Find The Original Array of Prefix Xor,Medium,,"Array, Bit Manipulation"
01/11/2023,https://leetcode.com/problems/find-mode-in-binary-search-tree/,501,find-mode-in-binary-search-tree,Find Mode in Binary Search Tree,Easy,,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
02/11/2023,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/,2265,count-nodes-equal-to-average-of-subtree,Count Nodes Equal to Average of Subtree,Medium,,"Tree, Depth-First Search, Binary Tree"
03/11/2023,https://leetcode.com/problems/build-an-array-with-stack-operations/,1441,build-an-array-with-stack-operations,Build an Array With Stack Operations,Medium,,"Array, Stack, Simulation"
04/11/2023,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/,1503,last-moment-before-all-ants-fall-out-of-a-plank,Last Moment Before All Ants Fall Out of a Plank,Medium,,"Array, Brainteaser, Simulation"
05/11/2023,https://leetcode.com/problems/find-the-winner-of-an-array-game/,1535,find-the-winner-of-an-array-game,Find the Winner of an Array Game,Medium,,"Array, Simulation"
06/11/2023,https://leetcode.com/problems/seat-reservation-manager/,1845,seat-reservation-manager,Seat Reservation Manager,Medium,,"Design, Heap (Priority Queue)"
07/11/2023,https://leetcode.com/problems/eliminate-maximum-number-of-monsters/,1921,eliminate-maximum-number-of-monsters,Eliminate Maximum Number of Monsters,Medium,,"Array, Greedy, Sorting"
08/11/2023,https://leetcode.com/problems/determine-if-a-cell-is-reachable-at-a-given-time/,2849,determine-if-a-cell-is-reachable-at-a-given-time,Determine if a Cell Is Reachable at a Given Time,Medium,,Math
09/11/2023,https://leetcode.com/problems/count-number-of-homogenous-substrings/,1759,count-number-of-homogenous-substrings,Count Number of Homogenous Substrings,Medium,,"Math, String"
10/11/2023,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs/,1743,restore-the-array-from-adjacent-pairs,Restore the Array From Adjacent Pairs,Medium,,"Array, Hash Table, Depth-First Search"
11/11/2023,https://leetcode.com/problems/design-graph-with-shortest-path-calculator/,2642,design-graph-with-shortest-path-calculator,Design Graph With Shortest Path Calculator,Hard,,"Graph, Design, Heap (Priority Queue), Shortest Path"
12/11/2023,https://leetcode.com/problems/bus-routes/,815,bus-routes,Bus Routes,Hard,,"Array, Hash Table, Breadth-First Search"
13/11/2023,https://leetcode.com/problems/sort-vowels-in-a-string/,2785,sort-vowels-in-a-string,Sort Vowels in a String,Medium,,"String, Sorting"
14/11/2023,https://leetcode.com/problems/unique-length-3-palindromic-subsequences/,1930,unique-length-3-palindromic-subsequences,Unique Length-3 Palindromic Subsequences,Medium,,"Hash Table, String, Bit Manipulation, Prefix Sum"
15/11/2023,https://leetcode.com/problems/maximum-element-after-decreasing-and-rearranging/,1846,maximum-element-after-decreasing-and-rearranging,Maximum Element After Decreasing and Rearranging,Medium,,"Array, Greedy, Sorting"
16/11/2023,https://leetcode.com/problems/find-unique-binary-string/,1980,find-unique-binary-string,Find Unique Binary String,Medium,,"Array, Hash Table, String, Backtracking"
17/11/2023,https://leetcode.com/problems/minimize-maximum-pair-sum-in-array/,1877,minimize-maximum-pair-sum-in-array,Minimize Maximum Pair Sum in Array,Medium,,"Array, Two Pointers, Greedy, Sorting"
18/11/2023,https://leetcode.com/problems/frequency-of-the-most-frequent-element/,1838,frequency-of-the-most-frequent-element,Frequency of the Most Frequent Element,Medium,,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum"
19/11/2023,https://leetcode.com/problems/reduction-operations-to-make-the-array-elements-equal/,1887,reduction-operations-to-make-the-array-elements-equal,Reduction Operations to Make the Array Elements Equal,Medium,,"Array, Sorting"
20/11/2023,https://leetcode.com/problems/minimum-amount-of-time-to-collect-garbage/,2391,minimum-amount-of-time-to-collect-garbage,Minimum Amount of Time to Collect Garbage,Medium,,"Array, String, Prefix Sum"
21/11/2023,https://leetcode.com/problems/count-nice-pairs-in-an-array/,1814,count-nice-pairs-in-an-array,Count Nice Pairs in an Array,Medium,,"Array, Hash Table, Math, Counting"
22/11/2023,https://leetcode.com/problems/diagonal-traverse-ii/,1424,diagonal-traverse-ii,Diagonal Traverse II,Medium,,"Array, Sorting, Heap (Priority Queue)"
23/11/2023,https://leetcode.com/problems/arithmetic-subarrays/,1630,arithmetic-subarrays,Arithmetic Subarrays,Medium,,"Array, Hash Table, Sorting"
24/11/2023,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/,1561,maximum-number-of-coins-you-can-get,Maximum Number of Coins You Can Get,Medium,,"Array, Math, Greedy, Sorting, Game Theory"
25/11/2023,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/,1685,sum-of-absolute-differences-in-a-sorted-array,Sum of Absolute Differences in a Sorted Array,Medium,,"Array, Math, Prefix Sum"
26/11/2023,https://leetcode.com/problems/largest-submatrix-with-rearrangements/,1727,largest-submatrix-with-rearrangements,Largest Submatrix With Rearrangements,Medium,,"Array, Greedy, Sorting, Matrix"
27/11/2023,https://leetcode.com/problems/knight-dialer/,935,knight-dialer,Knight Dialer,Medium,,Dynamic Programming
28/11/2023,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor/,2147,number-of-ways-to-divide-a-long-corridor,Number of Ways to Divide a Long Corridor,Hard,,"Math, String, Dynamic Programming"
29/11/2023,https://leetcode.com/problems/number-of-1-bits/,191,number-of-1-bits,Number of 1 Bits,Easy,,"Divide and Conquer, Bit Manipulation"
30/11/2023,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero/,1611,minimum-one-bit-operations-to-make-integers-zero,Minimum One Bit Operations to Make Integers Zero,Hard,,"Dynamic Programming, Bit Manipulation, Memoization"
01/12/2023,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/,1662,check-if-two-string-arrays-are-equivalent,Check If Two String Arrays are Equivalent,Easy,,"Array, String"
02/12/2023,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters/,1160,find-words-that-can-be-formed-by-characters,Find Words That Can Be Formed by Characters,Easy,,"Array, Hash Table, String, Counting"
03/12/2023,https://leetcode.com/problems/minimum-time-visiting-all-points/,1266,minimum-time-visiting-all-points,Minimum Time Visiting All Points,Easy,,"Array, Math, Geometry"
04/12/2023,https://leetcode.com/problems/largest-3-same-digit-number-in-string/,2264,largest-3-same-digit-number-in-string,Largest 3-Same-Digit Number in String,Easy,,String
05/12/2023,https://leetcode.com/problems/count-of-matches-in-tournament/,1688,count-of-matches-in-tournament,Count of Matches in Tournament,Easy,,"Math, Simulation"
06/12/2023,https://leetcode.com/problems/calculate-money-in-leetcode-bank/,1716,calculate-money-in-leetcode-bank,Calculate Money in Leetcode Bank,Easy,,Math
07/12/2023,https://leetcode.com/problems/largest-odd-number-in-string/,1903,largest-odd-number-in-string,Largest Odd Number in String,Easy,,"Math, String, Greedy"
08/12/2023,https://leetcode.com/problems/construct-string-from-binary-tree/,606,construct-string-from-binary-tree,Construct String from Binary Tree,Medium,,"String, Tree, Depth-First Search, Binary Tree"
09/12/2023,https://leetcode.com/problems/binary-tree-inorder-traversal/,94,binary-tree-inorder-traversal,Binary Tree Inorder Traversal,Easy,,"Stack, Tree, Depth-First Search, Binary Tree"
10/12/2023,https://leetcode.com/problems/transpose-matrix/,867,transpose-matrix,Transpose Matrix,Easy,,"Array, Matrix, Simulation"
11/12/2023,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array/,1287,element-appearing-more-than-25-in-sorted-array,Element Appearing More Than 25% In Sorted Array,Easy,,Array
12/12/2023,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array/,1464,maximum-product-of-two-elements-in-an-array,Maximum Product of Two Elements in an Array,Easy,,"Array, Sorting, Heap (Priority Queue)"
13/12/2023,https://leetcode.com/problems/special-positions-in-a-binary-matrix/,1582,special-positions-in-a-binary-matrix,Special Positions in a Binary Matrix,Easy,,"Array, Matrix"
14/12/2023,https://leetcode.com/problems/difference-between-ones-and-zeros-in-row-and-column/,2482,difference-between-ones-and-zeros-in-row-and-column,Difference Between Ones and Zeros in Row and Column,Medium,,"Array, Matrix, Simulation"
15/12/2023,https://leetcode.com/problems/destination-city/,1436,destination-city,Destination City,Easy,,"Array, Hash Table, String"
16/12/2023,https://leetcode.com/problems/valid-anagram/,242,valid-anagram,Valid Anagram,Easy,,"Hash Table, String, Sorting"
17/12/2023,https://leetcode.com/problems/design-a-food-rating-system/,2353,design-a-food-rating-system,Design a Food Rating System,Medium,,"Array, Hash Table, String, Design, Heap (Priority Queue), Ordered Set"
18/12/2023,https://leetcode.com/problems/maximum-product-difference-between-two-pairs/,1913,maximum-product-difference-between-two-pairs,Maximum Product Difference Between Two Pairs,Easy,,"Array, Sorting"
19/12/2023,https://leetcode.com/problems/image-smoother/,661,image-smoother,Image Smoother,Easy,,"Array, Matrix"
20/12/2023,https://leetcode.com/problems/buy-two-chocolates/,2706,buy-two-chocolates,Buy Two Chocolates,Easy,,"Array, Greedy, Sorting"
21/12/2023,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/,1637,widest-vertical-area-between-two-points-containing-no-points,Widest Vertical Area Between Two Points Containing No Points,Easy,,"Array, Sorting"
22/12/2023,https://leetcode.com/problems/maximum-score-after-splitting-a-string/,1422,maximum-score-after-splitting-a-string,Maximum Score After Splitting a String,Easy,,"String, Prefix Sum"
23/12/2023,https://leetcode.com/problems/path-crossing/,1496,path-crossing,Path Crossing,Easy,,"Hash Table, String"
24/12/2023,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string/,1758,minimum-changes-to-make-alternating-binary-string,Minimum Changes To Make Alternating Binary String,Easy,,String
25/12/2023,https://leetcode.com/problems/decode-ways/,91,decode-ways,Decode Ways,Medium,,"String, Dynamic Programming"
26/12/2023,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/,1155,number-of-dice-rolls-with-target-sum,Number of Dice Rolls With Target Sum,Medium,,Dynamic Programming
27/12/2023,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/,1578,minimum-time-to-make-rope-colorful,Minimum Time to Make Rope Colorful,Medium,,"Array, String, Dynamic Programming, Greedy"
28/12/2023,https://leetcode.com/problems/string-compression-ii/,1531,string-compression-ii,String Compression II,Hard,,"String, Dynamic Programming"
29/12/2023,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/,1335,minimum-difficulty-of-a-job-schedule,Minimum Difficulty of a Job Schedule,Hard,,"Array, Dynamic Programming"
30/12/2023,https://leetcode.com/problems/redistribute-characters-to-make-all-strings-equal/,1897,redistribute-characters-to-make-all-strings-equal,Redistribute Characters to Make All Strings Equal,Easy,,"Hash Table, String, Counting"
31/12/2023,https://leetcode.com/problems/largest-substring-between-two-equal-characters/,1624,largest-substring-between-two-equal-characters,Largest Substring Between Two Equal Characters,Easy,,"Hash Table, String"
01/01/2024,https://leetcode.com/problems/assign-cookies/,455,assign-cookies,Assign Cookies,Easy,,"Array, Two Pointers, Greedy, Sorting"
02/01/2024,https://leetcode.com/problems/convert-an-array-into-a-2d-array-with-conditions/,2610,convert-an-array-into-a-2d-array-with-conditions,Convert an Array Into a 2D Array With Conditions,Medium,,"Array, Hash Table"
03/01/2024,https://leetcode.com/problems/number-of-laser-beams-in-a-bank/,2125,number-of-laser-beams-in-a-bank,Number of Laser Beams in a Bank,Medium,,"Array, Math, String, Matrix"
04/01/2024,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-empty/,2870,minimum-number-of-operations-to-make-array-empty,Minimum Number of Operations to Make Array Empty,Medium,,"Array, Hash Table, Greedy, Counting"
05/01/2024,https://leetcode.com/problems/longest-increasing-subsequence/,300,longest-increasing-subsequence,Longest Increasing Subsequence,Medium,,"Array, Binary Search, Dynamic Programming"
06/01/2024,https://leetcode.com/problems/maximum-profit-in-job-scheduling/,1235,maximum-profit-in-job-scheduling,Maximum Profit in Job Scheduling,Hard,,"Array, Binary Search, Dynamic Programming, Sorting"
07/01/2024,https://leetcode.com/problems/arithmetic-slices-ii-subsequence/,446,arithmetic-slices-ii-subsequence,Arithmetic Slices II - Subsequence,Hard,,"Array, Dynamic Programming"
08/01/2024,https://leetcode.com/problems/range-sum-of-bst/,938,range-sum-of-bst,Range Sum of BST,Easy,,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
09/01/2024,https://leetcode.com/problems/leaf-similar-trees/,872,leaf-similar-trees,Leaf-Similar Trees,Easy,,"Tree, Depth-First Search, Binary Tree"
10/01/2024,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected/,2385,amount-of-time-for-binary-tree-to-be-infected,Amount of Time for Binary Tree to Be Infected,Medium,,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
11/01/2024,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/,1026,maximum-difference-between-node-and-ancestor,Maximum Difference Between Node and Ancestor,Medium,,"Tree, Depth-First Search, Binary Tree"
12/01/2024,https://leetcode.com/problems/determine-if-string-halves-are-alike/,1704,determine-if-string-halves-are-alike,Determine if String Halves Are Alike,Easy,,"String, Counting"
